Customer Name,Review Topic,Review Body,Rating(of 5),Review date
kiiku,Excellent performance,"I love it, it makes me enjoy my music more and game play with it is just superb",5,1/12/2021
YA DEE,Bass,"The bass is just the best for me ...
I love it",5,1/12/2021
agoziem David,Nice product,Good for the good love the ba3 life,5,1/12/2021
,Love it...,Really love the sound quality.,5,1/12/2021
A,perfect,"Incredible sound, it's the best amongst it's class",5,1/12/2021
,good Sound,Isuggest you get one,5,1/12/2021
i,fantastic,Excellent,5,1/12/2021
cious BOSEDE,Ok,Satisfactory,5,1/12/2021
is,good,Very Good,5,1/12/2021
anuel,quality,Excellent product,5,1/12/2021
y Timi,I loved it,I got exactly what I ordered and it was amazing,4,1/12/2021
tor Nwaogu,Awesome,It’s just beautiful,4,1/12/2021
es,nicee,Niceee,5,1/12/2021
id,Perfect,The product's been perfect. It's been over 2 months and I still have no complaints,5,1/12/2021
dia dickson,nice pods exceeded my expectations,The bass its nice,5,1/12/2021
eed,its perfect,The product is fantastic,5,1/12/2021
en Natasha,It’s good,I love it,5,1/12/2021
e Chibuko,Good,Very nice product,5,1/12/2021
ZTA,Cool,It’s okay,5,1/12/2021
ulJabbar,Awesome,Just perfect ???? ????,5,1/12/2021
wenyei,perfect,Item as described,5,1/12/2021
ad Perfect,Free pods-3,This is the best of all air pord that i have used ever,5,1/12/2021
DE,Nice Earbuds,"clear and crisp Sound... d ENC is a plus, works very well.",5,1/12/2021
ELM,I love it,QUALITY PRODUCT,5,1/12/2021
wo,Didn't meet expectations,Can't manually connect it to your phone like freepods 2. Makes it less useful for me,3,30-11-2021
lola,very good,Very good,5,30-11-2021
OLUWA,Love it,Good buy,5,30-11-2021
e,flawless,"The sound quality is great and an improvement from it's predecessor, lucky to have it at a discount",5,30-11-2021
anuel,Makes mad sense????,It's the bass quality for me????,5,30-11-2021
,I don't like it,The product sounds & mic is cool but the rubber doesn't allow it to fit in my ears n it hurts been in the ear for a period of time,2,30-11-2021
se,Good badd but i don't like it,"It hurts my ears, its too big",2,30-11-2021
JAMIN,It's fair,"it do Skip for like 2 or 3 sec while playing music... don't know what's wrong but it does that most times..

It's nice but not comfortable putting it on for long.
Aside that it ok",3,30-11-2021
istian,I like it,Sounds from heaven.,5,30-11-2021
JIOKE,Nice,Solid so far.,5,30-11-2021
naka,A bettee upgrade,"If you liked the previous versions, you will love this",5,30-11-2021
dy,it sounds.good,Sounds good for the price,4,30-11-2021
y,Love it,"Great product from oriamo, the bass just perfect
It like filter air in the ears, so cool",4,30-11-2021
kunle Asaleye,Great,Nice one,4,30-11-2021
fdon Ubandoma,Delightful,It's super nice,4,30-11-2021
sy,I love this product,"Oraimo free pod 3
Its has everything that was described in the product details. Its been long I've listened to music but since I bought it eh it's been music all day long. The battery is very strong a single ear last almost all day with continuous play of music I was forced to ask my caller if he could hear me and he responded that it's crystal clear
I don't regret buying this oraimo free pod 3
Thanks ORAIMO for this super quality",5,30-11-2021
hood,Very nice pod,"The bass is very very good, I recommend it Weldon oraimo",5,30-11-2021
xandra,Love it,Make sense,5,30-11-2021
plenthroned,Love it.,"Good bass, solid battery life, excellent price ????????",5,30-11-2021
est,oraimo,Nice sound,5,30-11-2021
CESS,Good,It well good,5,30-11-2021
uel,Love it,Just as expected.. Awesome!!!,5,30-11-2021
IDI,can't reconnect.,can't reconnect bcos i am not wt d case when my phone goes off 4a long period.,2,30-11-2021
iman Felix,recommendations,"Yes. It could come with smaller buds for smaller ear sizes as the 3 available are too big makes the pods fall off or you have to forcefully force it it. Which sounds good but causes pain when removed and if woren lf
r long even without play. And a way to increase and decrease volume.",3,30-11-2021
ilare gbenga,Make the bud light weighted,"It okay and the battery last long but the bud is painful in the ear when it stay more than 3 to 4hours straight you guys should make it soft and light weighted.
Thanks ????",4,30-11-2021
her Ohioze,Great,Great sound,4,30-11-2021
eon,Excellent,The Bass performance is top notch! It was just too good.,5,30-11-2021
ye Gabriel,Okay ????,It’s perfected already,5,30-11-2021
isochukwu Ezeokoye,Grip,It slips out of the ears after sometime...pla work on the grip,2,30-11-2021
er,Oriamo is the best,Best ever,5,29-11-2021
ID,Feels great,It’s sound great,5,26-11-2021
tor,Great product,"Awesome design and feel, super sound",5,26-11-2021
uku,BEST OF THE BEST,"So fantastic and definitely worth much more than the price ???? ???? ???? I'm really enjoying it to the fullest. Its the best product I've ever purchased from jumia
Battery = superb
Case = fantastic
Range = covers wide range/distance
What more? This airpod is just too much",5,26-11-2021
emelie,I love it,I love it fully charged used up to 48hrs and the bass is fantastic,5,26-11-2021
es,Its delivered,I got mine not even up to the delivery date that was written. And this product is really awesome thanks ???? to jumia and oraimo much love ❣️❣️,5,26-11-2021
iam,The best of it's kind,"Prefect fittings, i love everything i ordered with this black Friday and Oramio product were the best????????????",5,26-11-2021
ka,awesome,Cool and smart,5,26-11-2021
e,I love it,"The bass is perfect. unfortunately, it falls out of my ears sometimes",5,26-11-2021
HAEL,I don’t like it,It doesn’t work well with iPhone….,1,26-11-2021
es,I like it,So far so good. Sleek and beautiful in it's black colour. A bit uncomfortable though for prolonged use,3,26-11-2021
cee,I like it,It's just there. The fact that I can't turn it off is not cool.,3,26-11-2021
NZE,"Great sound, reduced user interface.","Nice sounds, although I am getting used to it. I liked the user interface of the pods 2",4,26-11-2021
ttgolden,Its good overall,"The bass could be better, and the sound clearer at high volume. I don't really enjoy music with it, but it great with games and movies. It's great for calls too. One of the best devices I've made calls with.. A great device overall, especially for its price.",4,26-11-2021
ma,it is not bad,It's fine,4,26-11-2021
,I like it,The item is fine. Thanks,4,26-11-2021
A,its exactly what i expected,It's very good but I wished the volume controls were from the free pods 3 like in the old version.,4,26-11-2021
bi,I love it,It's as expected. I love it,5,26-11-2021
tola,i love it,"It doesn't fall off, it stays firm doesn't block your ear plus the base is superb",5,26-11-2021
tunji,great sound and lasts longer,"Great sound, really love it",5,26-11-2021
son Owoyemi,The best earbud,"Honestly it one best earbud in town now, i love it so much.",5,26-11-2021
banji,I love it!!,"I am a huge fan of Oriamo, so no biggie. Good product",5,26-11-2021
her,Nice,My partner loved them!,5,26-11-2021
s,Great,Great sound quality for the price.,5,26-11-2021
LINGTON,Great,I love it,5,26-11-2021
kson,nice,Very good,5,26-11-2021
spower,The sound,"The sound is awesome, the bass the clearness and all",5,26-11-2021
yi,love it,Superb,5,26-11-2021
anuel,Perfect,I love it,5,26-11-2021
ny,It's Amazing,"I watched a couple of reviews before purchasing this and I must say that Oraimo carefully planned the design and implementation of this earbuds. 
I can freely recommend them to anyone looking for something at this price range.",5,26-11-2021
on,E mad,It’s amazing and so worth the price,5,26-11-2021
NE NNA-UDOSEN,Amazing,Super good,5,26-11-2021
istopher,Nice,Sounds great. Love it,5,26-11-2021
echukwu simon,Very good,Perfect,5,26-11-2021
eph Mokezie,Excellent product,Just might buy the whole family ????????,5,26-11-2021
wumi,I love it,It's a very nice product. The value is worth way more than the price,5,26-11-2021
,Awesome,Very Very Good Product,5,26-11-2021
ian,I love it,The sound effect is premium,5,25-11-2021
istopher,superb and fast delivery,"Superb and was delivered earlier than
 expected",5,25-11-2021
t,Not Disappointed,All that it says it is! Cheers,5,25-11-2021
una,Great,Great product really,5,25-11-2021
tunde Oyebade,Top notch,Beautiful design too,5,25-11-2021
tor osuji,Its gorgeous,I like everything about it my precious earbuds were the edifier x5 but this is very good and the design is very beautiful,5,25-11-2021
ala Kelechi,My bad freepod3,When I return the two ear to the power bank the Bluetooth is supposed to go off but one way or the other it will connect it’s self even in the bank and closed,2,25-11-2021
YE,"it's good but,","It's good, sound well. But it's Bluetooth connection is too weak for a 5.2 version. The freepods disconnects while making calls all the time(whether it's Internet call or gsm call)",2,25-11-2021
zue,Just there,"The bass mode wasn't as wonderful as i thought,maybe my expectations were high buh its okay",3,25-11-2021
ry,good,I love oraimo,4,25-11-2021
WAN,I like it,Enjoying the Oraimo earpod 3,4,25-11-2021
er,okay,"The output is great. However, I experience a little lag with answering phone calls.",4,25-11-2021
lo,it nice,It very portable.  Noise canceling,4,25-11-2021
BAYO,It's a great earpod,"The battery lasts long, the quality of the sound is great, however, the earpods can hurt your ears after a couple of hours of wearing them. The way the thing sits in the ear can be improved.",4,25-11-2021
anyi,very nice,Very cool and good sound,5,25-11-2021
tapha Sodeeq,Everything about it is superb,Lovely,5,25-11-2021
iDentic,Best of it’s kind,The facts that oraimo made it sound so good,5,25-11-2021
deji,Excellent,It's very good,5,25-11-2021
k,Best of the best,I really love it,5,25-11-2021
AN,perfect,Durability,5,25-11-2021
sanshu,the shape,The quality of the sound,5,25-11-2021
di,I love it,Sound quality Identical to AirPods only the noise cancellation is not so effective,5,25-11-2021
ER,i love it,I love the bass,5,25-11-2021
milekan,Love it,"Love the sound, real quality stuff mehn",5,25-11-2021
egbu Sunny,Great product,Superb ????,5,25-11-2021
algeek,like it,just as described. Nicely packaged as well,5,25-11-2021
rles,Good Bass sound and clear voice call,for its price this is one of best if not the best. music and calls is just wonderful. Good job Oraimo,5,25-11-2021
SY,oraimo freepod-3,"Sound, bass quality and long last battery",5,25-11-2021
ideen,I love it,Sleek and awesome,5,25-11-2021
i,perfect,Nice bass. Lasts long.,5,25-11-2021
holas,I LOVE IT.,I love it. It is everything it says it is,5,25-11-2021
,Sound!!,"Battery and Sound! This is good buy anytime, anyday!",5,25-11-2021
cas,Freepods 3,"The longevity, the noise cancelation, thebass everythingabout this pod is to love..
Once fully charged the airport can last more than a week..",5,25-11-2021
a Perry,Nice,Perfect,5,25-11-2021
AHAM,Good Product,Good and quality product. But only connects to one device at a time. It is too big to the ear. Works fine anyway.,5,25-11-2021
es,i like  it,love the bass ????????????,5,25-11-2021
ility,na bomb,The feeling is dope,5,25-11-2021
ndamola,perfect,Very nice. Exactly as it should be. Amazing sound quality,5,25-11-2021
istopher John,Rich bass,Sweet pure bass with tips on,5,25-11-2021
tainity,style,"Classy and great sounds


It's stylish and clear sound",5,25-11-2021
ORAH DUKE,Fantastic,Mehnnnn… the experience has just been amazing.,5,24-11-2021
tor,I don't really like it,It does not notify the name of person calling when phone rings.,3,24-11-2021
DO,Overated,One week with it.... My view is that it is a little bit overated... Everything about it is normal and good but the adverts makes it look extraordinary. The only part I don't like is that it is too sensitive to any body touch... I particularly like sleeping with songs in my ear but it seems impossible with Oraimo as a little touch on my ear stops the music.,3,24-11-2021
vick,sound production,I like the sound production but it can be painful to the ear after a long time.,4,23-11-2021
ilade,good,"It has just 1.5 seconds lag but asides that, it's really good. I love it",4,23-11-2021
odun,It’s ok,Sound is cool,4,23-11-2021
st,It is working fine,So far there have been no issues unlike the free pods 2,4,23-11-2021
LIPPE LUSEYI,"Good sound, great battery","Sounds good, battery life is great. Looks good too and fits in my ears tightly (not to an uncomfortable level).",4,23-11-2021
ROAFOR MICHAEL,It’s awesome,Perfect sound quality.,4,23-11-2021
wale Bakare,It’s okay,You still have to raise your voice to be heard clearly on a call.,4,23-11-2021
HONY,almost perfect,"Been a long time I've been so impressed about a product, incredible battery life good sound and call quality, would recommend without thinking best in class in it's price range and also gives the more premium headset a run for their money.just one draw back the ear tips are highly uncomfortable you can keep it on for more than an hour without feeling so uncomfortable find myself removing them every time",4,23-11-2021
